Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
1,7799,176,7363,14286,8025,6561,11552,12020,22386,9609,84682,8063,8857,7895,7284,11173,8103,637566,638011,10890,24915,3314,8842,10430,0,0,0,0,0,0
2,7799,6590,61138,11552,62336,9609,6276,7895,7284,261,5284503,637566,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7799,7150,14286,264,11552,62336,263,9609,7895,261,8103,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7799,1068,3776,61138,7793,264,527,263,84682,10448,7284,11173,5318042,637566,638011,10890,24915,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1068,6590,1031,176,180,3776,7363,7150,14286,8025,6561,443158,22386,1032,6569,84682,8063,6276,8857,7895,261,5284503,5318042,8103,10890,24915,31266,10430,0,0
6,7799,6590,31244,176,7150,8025,7793,443158,11552,1032,8063,7284,5284503,5318042,638011,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
7,31244,176,180,3776,7363,7150,14286,19310,443158,11552,22386,62336,263,9609,8063,7895,5284503,5318042,638011,637776,10430,0,0,0,0,0,0,0,0,0
8,6590,31244,180,3776,7363,14286,61138,6561,443158,11552,12020,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,638011,10890,8842,0,0,0,0,0
9,7799,7363,61138,8025,443158,264,12020,527,263,1032,84682,10448,7895,7284,11173,8103,637566,638011,24915,31266,0,0,0,0,0,0,0,0,0,0
10,7799,1068,6590,31244,7150,61138,7793,443158,22386,5284503,637566,10890,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890
12,1068,6590,31244,1031,176,180,3776,7363,7150,7793,12020,6584,1032,6569,8857,637566,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0
14,7799,6590,31244,1031,180,3776,7363,7150,14286,61138,19310,443158,264,12020,22386,62336,527,263,6584,1032,84682,6276,7895,7284,5284503,638011,637776,24915,31266,0
15,1031,7363,14286,19310,12020,263,1032,6569,8063,6276,7895,7284,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,31244,7150,8025,11552,22386,6584,6569,6276,10448,7895,7284,261,5284503,638011,637776,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
17,7799,1068,6590,1031,7150,61138,8025,19310,6561,7793,11552,12020,263,6276,10448,7895,261,5284503,5318042,638011,637776,8842,10430,0,0,0,0,0,0,0
18,6590,31244,176,180,7363,7150,61138,8025,19310,6561,443158,11552,12020,62336,263,9609,1032,6276,10448,7895,7284,8103,638011,637776,24915,3314,0,0,0,0
19,7799,6590,31244,1031,180,3776,7363,61138,8025,19310,6561,443158,264,22386,62336,527,263,6584,6569,10448,8857,7284,11173,261,5318042,8103,638011,637776,31266,3314
20,7799,1068,6590,31244,176,180,3776,7150,14286,61138,19310,6561,443158,11552,527,9609,1032,6569,10448,8857,7895,7284,11173,261,637566,637776,10890,31266,3314,8842
21,1068,1031,176,180,7363,61138,19310,443158,22386,62336,9609,6584,1032,6569,84682,8063,6276,5284503,8103,637566,638011,31266,3314,10430,0,0,0,0,0,0
22,31244,176,3776,6561,264,9609,6584,84682,6276,11173,261,8103,637566,637776,24915,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6590,31244,3776,7150,61138,19310,7793,22386,62336,527,9609,6584,1032,8857,7895,5284503,8103,637566,8842,0,0,0,0,0,0,0,0,0,0,0
24,6590,180,6561,22386,527,263,6569,10448,8857,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7799,176,7363,19310,6561,264,12020,62336,84682,8857,7895,7284,5318042,638011,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6590,31244,7363,61138,19310,6561,264,1032,6569,84682,10448,261,5284503,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6590,31244,176,180,61138,8025,19310,7793,443158,12020,527,263,1032,6569,84682,8063,7895,11173,261,5284503,5318042,637566,638011,637776,10890,31266,3314,8842,10430,0
28,1031,176,7363,7150,8025,6561,7793,11552,527,6584,1032,10448,7895,7284,11173,5284503,637566,638011,10890,8842,0,0,0,0,0,0,0,0,0,0
29,6590,31244,3776,7150,6561,7793,443158,264,12020,527,263,9609,8063,6276,8857,7895,7284,261,5318042,8103,638011,24915,31266,3314,10430,0,0,0,0,0
30,7799,1031,176,3776,7793,22386,9609,8063,7895,11173,5318042,638011,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6590,31244,1031,180,7363,61138,264,22386,527,263,10448,7284,5318042,8103,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0
32,7799,180,3776,7363,61138,8025,19310,6561,7793,264,12020,22386,527,263,6584,8063,8857,7895,7284,5284503,8103,638011,10890,24915,31266,3314,8842,0,0,0
33,1068,6590,1031,3776,7150,14286,19310,12020,8063,6276,8857,7284,5318042,8103,637566,638011,10890,3314,8842,0,0,0,0,0,0,0,0,0,0,0
34,6590,7150,14286,61138,7793,443158,11552,22386,263,9609,84682,8063,8857,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890
36,180,7363,1032,5284503,8103,637776,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,31244,3776,61138,19310,7793,12020,263,9609,6569,84682,8857,7284,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,7799,1068,6590,1031,176,61138,19310,7793,443158,11552,22386,9609,8063,6276,10448,8857,7895,11173,261,5284503,5318042,8103,637566,637776,24915,3314,0,0,0,0
39,31244,1031,176,3776,443158,11552,22386,527,6584,6569,84682,8063,6276,8857,261,5284503,5318042,8103,638011,637776,31266,0,0,0,0,0,0,0,0,0
40,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0
41,7799,31244,7150,14286,8025,19310,7793,443158,11552,12020,22386,62336,527,84682,8063,6276,10448,7284,5284503,5318042,8103,637566,638011,24915,31266,10430,0,0,0,0
42,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0
43,7799,1068,6590,1031,180,3776,7363,7150,14286,61138,8025,19310,6561,7793,443158,11552,12020,22386,62336,6584,6569,10448,7895,7284,11173,638011,637776,10890,8842,10430
44,7799,1068,6590,31244,180,7150,8025,19310,6561,443158,264,12020,527,263,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,637776,10890,24915,10430,0,0
45,7799,1068,31244,1031,176,180,7363,14286,61138,8025,19310,7793,443158,264,11552,12020,527,263,1032,8063,8857,7284,11173,8103,637566,638011,24915,3314,10430,0
46,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,6590,31244,176,180,7150,14286,6561,7793,443158,22386,62336,527,9609,6584,6569,8063,6276,7895,11173,5284503,5318042,637566,637776,31266,10430,0,0,0,0,0
48,7363,14286,8025,6561,264,22386,62336,6569,84682,8063,11173,261,8103,637776,10890,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0
49,6561,264,9609,1032,84682,10448,11173,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,7799,6590,1031,176,180,7150,61138,6561,7793,264,12020,22386,62336,9609,6584,1032,84682,10448,7895,7284,11173,5318042,8103,10890,31266,10430,0,0,0,0
51,7799,6590,31244,3776,7363,7150,14286,61138,8025,19310,6561,7793,12020,22386,62336,527,263,6584,8063,10448,8857,11173,637566,638011,637776,24915,31266,10430,0,0
52,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7799,6590,31244,1031,7150,61138,19310,6561,7793,443158,11552,527,263,6584,1032,84682,10448,7284,5284503,637566,638011,637776,10890,24915,31266,3314,8842,10430,0,0
54,180,7363,7150,14286,61138,8025,19310,443158,264,11552,12020,22386,62336,527,9609,6569,84682,8063,6276,10448,7895,11173,261,5318042,8103,637566,638011,10890,24915,10430
55,6590,31244,180,3776,7363,14286,19310,6561,264,9609,6569,6276,8857,7284,5318042,637566,638011,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0
56,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0
57,1068,7150,14286,6561,7793,11552,22386,263,6569,8063,6276,8857,7284,261,5318042,8103,637566,637776,10430,0,0,0,0,0,0,0,0,0,0,0
58,6590,7363,14286,61138,8025,264,12020,22386,263,9609,1032,8063,11173,10890,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6590,176,6561,264,62336,10448,8857,7284,11173,261,5318042,8103,638011,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1068,31244,176,180,3776,7363,7150,61138,8025,7793,264,11552,22386,527,9609,6584,6569,84682,8063,6276,10448,7284,11173,261,10890,24915,10430,0,0,0
61,7799,1068,31244,176,180,3776,7363,14286,19310,264,11552,12020,22386,527,263,9609,84682,8063,6276,10448,7284,11173,5318042,8103,638011,637776,10890,31266,8842,0
62,7799,1068,6590,31244,176,7363,61138,6561,443158,12020,62336,527,6584,10448,8857,7895,11173,261,5284503,8103,31266,3314,0,0,0,0,0,0,0,0
63,1068,31244,176,3776,7150,61138,8025,6561,62336,527,263,9609,6569,8063,5318042,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0
64,7799,1068,6590,31244,1031,176,180,3776,7363,14286,61138,8025,443158,12020,62336,527,263,9609,6584,84682,6276,10448,7284,11173,5318042,8103,637566,24915,31266,3314
65,1031,176,3776,14286,19310,6561,7793,12020,263,6276,7284,8103,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7799,1068,1031,180,3776,7363,8025,19310,6561,264,12020,62336,6584,1032,6276,10448,261,5318042,10890,31266,8842,10430,0,0,0,0,0,0,0,0
67,1068,3776,7363,61138,443158,527,1032,84682,7284,637776,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7799,1068,6590,1031,176,180,7363,7150,14286,61138,6561,12020,9609,6584,84682,6276,10448,8857,7284,11173,261,5284503,8103,637566,637776,10890,3314,8842,10430,0
69,61138,264,11552,9609,8063,6276,10448,11173,5284503,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1068,8025,6561,264,22386,263,9609,6584,6569,261,5318042,10890,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1031,3776,7150,22386,6584,8063,6276,8857,261,8103,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,7799,1068,31244,1031,7793,264,62336,9609,6584,1032,6276,8857,7895,7284,11173,261,5284503,24915,3314,8842,0,0,0,0,0,0,0,0,0,0
73,31244,1031,176,180,3776,7363,19310,6561,443158,264,11552,12020,62336,9609,1032,6569,84682,8063,6276,7895,7284,11173,261,5284503,5318042,637566,638011,10890,31266,0
74,6590,176,6561,443158,264,11552,12020,62336,6569,84682,10448,8857,261,5318042,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0
75,1068,31244,61138,527,9609,6569,10448,7895,261,5318042,8103,638011,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6590,3776,7150,8025,263,9609,8857,261,637776,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1068,31244,7150,14286,8025,7793,264,22386,261,5318042,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,180,7363,7793,11552,12020,22386,263,84682,6276,7895,7284,261,5284503,5318042,8103,638011,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0
79,1068,1031,61138,7793,10448,7284,637566,637776,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1068,6590,61138,6561,7793,22386,8857,11173,261,638011,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6590,176,7363,14286,443158,11552,12020,22386,10448,7284,11173,5284503,5318042,637566,638011,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0
82,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0
83,6590,176,7150,8025,19310,443158,264,6569,11173,261,8103,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,180,3776,7363,7150,61138,8025,7793,11552,12020,22386,62336,527,6584,84682,8063,6276,10448,638011,637776,10890,24915,31266,8842,10430,0,0,0,0,0,0
85,31244,180,8025,6561,11552,527,263,6584,84682,6276,8857,11173,261,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1068,6590,31244,1031,3776,7363,7150,8025,19310,6561,443158,264,11552,12020,62336,527,9609,6584,1032,10448,8857,11173,261,8103,638011,10890,31266,3314,10430,0
87,1068,6590,31244,176,3776,7150,8025,19310,7793,443158,264,12020,22386,1032,6569,84682,8063,6276,10448,8857,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0
88,1068,3776,7363,61138,8025,19310,22386,62336,84682,8063,6276,10448,7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0
90,1068,1031,61138,19310,11552,12020,8063,6276,10448,8857,7895,638011,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1031,176,7363,14286,8025,7793,443158,527,263,6584,6276,10448,8857,7895,11173,5318042,637566,638011,10890,31266,0,0,0,0,0,0,0,0,0,0
92,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0
93,1068,3776,7150,61138,19310,443158,264,12020,22386,62336,7284,5284503,8103,637566,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6590,3776,7363,7150,61138,8025,7793,443158,12020,22386,263,6569,84682,6276,10448,8857,7895,11173,261,5284503,8103,638011,10890,24915,31266,3314,8842,10430,0,0
95,6590,180,3776,443158,22386,263,9609,1032,84682,7284,11173,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1068,6590,31244,180,3776,7363,7150,61138,8025,19310,264,11552,22386,527,1032,6569,8063,6276,10448,8857,261,5284503,5318042,8103,638011,10890,24915,31266,3314,10430
97,6590,31244,1031,7150,19310,6561,7793,264,12020,62336,263,9609,84682,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,24915,8842,10430,0,0,0,0
98,6590,180,3776,7363,8025,19310,12020,22386,263,1032,6569,10448,7284,637776,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0
100,1031,61138,8025,19310,6561,7793,11552,22386,527,9609,1032,10448,7284,11173,261,5284503,8103,638011,0,0,0,0,0,0,0,0,0,0,0,0
101,3776,7363,7150,6561,7793,12020,22386,527,6584,1032,6569,84682,8063,6276,7284,5318042,8103,637566,637776,31266,8842,10430,0,0,0,0,0,0,0,0
102,7799,6590,31244,176,7363,14286,61138,6561,62336,9609,6584,1032,84682,11173,5284503,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1068,3776,7150,14286,61138,8025,19310,6561,7793,443158,11552,22386,62336,263,6584,84682,6276,10448,8857,7895,5284503,5318042,8103,637566,638011,24915,3314,10430,0,0
104,1068,6590,31244,1031,176,7363,14286,61138,8025,19310,6561,11552,62336,527,263,9609,8063,6276,10448,7895,261,5284503,5318042,8103,637566,638011,24915,3314,8842,10430
105,7799,3776,7150,19310,6561,6569,84682,6276,11173,637566,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7799,1068,6590,176,7363,14286,8025,6561,7793,11552,263,9609,1032,6569,84682,8063,10448,7895,7284,11173,261,8103,637566,638011,10890,31266,8842,10430,0,0
107,31244,180,8025,19310,22386,263,10448,7895,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,180,3776,7150,6561,7793,264,11552,22386,527,8857,7895,261,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,176,180,7363,264,12020,263,9609,1032,84682,6276,7895,11173,638011,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3776,14286,8025,19310,443158,264,11552,12020,22386,62336,527,263,1032,6569,8063,10448,8857,7895,7284,261,5284503,8103,637566,637776,10890,24915,31266,8842,0,0
111,7799,1068,31244,3776,7150,14286,19310,6561,7793,12020,62336,263,6584,6276,10448,7284,5284503,8103,637566,637776,31266,8842,0,0,0,0,0,0,0,0
112,1068,6590,31244,1031,3776,7363,7150,14286,6561,11552,12020,62336,527,9609,1032,6569,8063,6276,7284,11173,5318042,8103,3314,8842,0,0,0,0,0,0
113,3776,7363,7150,8025,19310,264,12020,263,9609,84682,10448,7895,7284,5284503,5318042,8103,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0
114,7799,1068,31244,1031,180,7363,7150,14286,8025,6561,264,22386,62336,263,9609,1032,84682,8063,6276,10448,11173,5284503,8103,637566,638011,24915,10430,0,0,0
115,7799,1068,31244,176,180,3776,7363,7150,14286,61138,19310,7793,443158,11552,12020,263,6584,1032,6569,84682,7895,11173,261,5318042,8103,637566,637776,24915,31266,10430
116,7799,31244,1031,7363,14286,8025,19310,7793,12020,62336,8063,6276,7895,637776,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0
117,6590,1031,176,180,7363,7150,14286,8025,19310,6561,7793,264,11552,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,10890,31266,8842,10430,0,0
118,1068,1031,180,3776,14286,61138,8025,6561,7793,264,11552,12020,22386,263,6584,1032,8063,7284,5284503,8103,637776,10890,24915,8842,10430,0,0,0,0,0
119,7799,3776,264,62336,6569,10448,261,5284503,638011,10890,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7799,1068,7150,19310,7793,264,527,263,6569,8857,7284,11173,261,8103,10890,24915,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0