CID,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
7360,31.8,39.833333333,3.7333333333,9.0666666667,0.66666666667,0.33333333333,3.4333333333,5.3,3.8,6.4333333333,2.6666666667,8.8666666667,3.2666666667,2.3333333333,1.6666666667,4.4,4,3.8666666667,3.9333333333,4.8333333333,13.566666667
7361,56.577777778,39.444444444,3.6222222222,12.244444444,3.4888888889,3.2,3.5777777778,9.5555555556,1.8666666667,10.2,7.8666666667,4.6888888889,5.7111111111,8.3333333333,2.5777777778,3.7777777778,6.6,3.7777777778,1.4444444444,2.0666666667,14.822222222
7410,80.918367347,52.12244898,1.2857142857,21.346938776,9.0816326531,0.040816326531,1.4285714286,5.9795918367,7.3265306122,3.4489795918,4.5510204082,11.510204082,4.9183673469,3.9591836735,0.48979591837,9.1632653061,1.387755102,1.4489795918,1.7346938776,15.714285714,34.755102041
7463,68.177777778,37,0.30612244898,5.1428571429,3.1428571429,0.18367346939,3.612244898,11.897959184,10.326530612,9.1224489796,9.4489795918,21.755102041,3.8979591837,5.2244897959,2.4489795918,16.12244898,2.3265306122,6.9591836735,3.4489795918,0.89795918367,46.367346939
7500,77.367346939,37.081632653,1.1428571429,2.693877551,0.020408163265,0.020408163265,0.020408163265,5,6.7959183673,4.5102040816,6.0408163265,9.3673469388,6.2040816327,5.306122449,0.30612244898,10.836734694,4.0816326531,2.9183673469,0.89795918367,2.7346938776,53.102040816
7519,75.895833333,29.75,0.083333333333,2.8958333333,1.0833333333,1.5416666667,1.5833333333,2.9791666667,4.5833333333,7.375,9.5625,15.1875,5.2083333333,8.2708333333,3.1666666667,14.854166667,5.0625,7.375,2.1875,2.1041666667,46.75
7583,55.808510638,50.723404255,2.7234042553,7.6808510638,2.7446808511,0.48936170213,1.8936170213,6.7021276596,7.2553191489,4.2978723404,2.1489361702,12.29787234,3.1276595745,1.6170212766,0.95744680851,6.0638297872,1.9361702128,3.8510638298,2.829787234,4,25
7593,78.625,32.020833333,2.0833333333,8.1875,0.020833333333,0.020833333333,2.3541666667,7.0833333333,3.25,9.1041666667,8,7.3541666667,7.1875,18.333333333,11.5,13.020833333,7.0625,2.75,0.91666666667,2.9166666667,17.166666667
7635,45.674418605,42.279069767,1.7209302326,6.9302325581,2.2093023256,1.3720930233,1.5581395349,4.5581395349,1.1627906977,5.4418604651,7.5581395349,6.4651162791,7.9534883721,9.0465116279,2.6511627907,2.9534883721,1.0697674419,4.5581395349,3.2558139535,4.1395348837,20.674418605
7654,61.428571429,53.265306122,0.061224489796,18.530612245,4.2244897959,0.020408163265,1.7142857143,3.612244898,6.8367346939,6.5714285714,2.8979591837,4.2040816327,4.2448979592,3.4081632653,2.3673469388,3.5918367347,1.7346938776,0.36734693878,3.2857142857,25.12244898,15.020408163
7695,61.441860465,71.604651163,6.6511627907,39.162790698,12.76744186,0.023255813953,0.46511627907,6.1162790698,3.9302325581,6.2093023256,1.4186046512,1.6046511628,6.3488372093,3.0930232558,0.023255813953,0.023255813953,2,0.023255813953,2.1395348837,19.720930233,11.162790698
7720,80.520833333,19.875,0.020833333333,3.8333333333,1.9583333333,2.25,6.3333333333,4.75,5.25,22.4375,12.083333333,7.7708333333,3.9791666667,19.770833333,12.708333333,6.5208333333,10.375,0.58333333333,2.7708333333,1.25,21.1875
7731,71.744680851,46.489361702,1.1914893617,13.127659574,3.0425531915,0.3829787234,0.36170212766,6.6170212766,7.5531914894,9.2553191489,3.1914893617,6.5531914894,3.085106383,7.5531914894,1.4468085106,4.5744680851,4.085106383,1.9787234043,3.7234042553,12.723404255,15.042553191
7749,78.958333333,39.104166667,3.5416666667,19.770833333,9.8125,0.83333333333,2.875,2.9583333333,6.5208333333,7,6.5,8.7708333333,4.6666666667,6.9166666667,1.4166666667,7.5208333333,9.375,1.0416666667,1.6875,4.5625,31.416666667
7761,58.571428571,71.510204082,8.6326530612,49.265306122,38.836734694,0.020408163265,0.020408163265,3.2857142857,4.8163265306,3.2244897959,0.5306122449,1.7959183673,5.4693877551,1.2040816327,0.020408163265,0.020408163265,1.1224489796,0.020408163265,1.0204081633,12.632653061,4.9591836735
7762,78.428571429,60.12244898,8.0612244898,51.510204082,30.428571429,0.020408163265,0.020408163265,2.5714285714,4.8979591837,10.693877551,1.4897959184,2.3673469388,7.0204081633,1.7755102041,2.5306122449,0.67346938776,4.5306122449,0.51020408163,0.36734693878,9.306122449,10.571428571
7765,45.810810811,42.135135135,3.7567567568,7.3513513514,2.1081081081,0.91891891892,1.7567567568,3.8648648649,4.9189189189,2.8378378378,5.6486486486,7.2432432432,5.4054054054,6.7567567568,1.5945945946,3.9459459459,0.89189189189,2.1621621622,4.7837837838,3.4594594595,27
7768,32.407407407,45,0.87878787879,4.7272727273,0.48484848485,0,1.3636363636,1.4848484848,8.3939393939,10.848484848,4.2424242424,4.0303030303,3.4242424242,7.5151515152,2.9696969697,5.0606060606,6.4848484848,6.1818181818,1.4242424242,6.3636363636,18.454545455
7795,64.577777778,51.822222222,4.1777777778,33.177777778,18.777777778,1.1555555556,0.35555555556,6.5777777778,3.8,6.4888888889,2.2222222222,2.9111111111,4.6444444444,6.1111111111,1.8888888889,3.3111111111,1.8222222222,1.3777777778,0.51111111111,10.066666667,10.333333333
7799,54.717391304,67.913043478,1.7608695652,36.47826087,24.826086957,1.8043478261,2.4565217391,4.652173913,3.7391304348,2.5217391304,0.021739130435,1.0869565217,6.6956521739,1.8043478261,0.04347826087,0.04347826087,1.6086956522,1.3260869565,2.2608695652,9.9782608696,5.9782608696
7803,71.212765957,47.234042553,0.10638297872,17.936170213,4.6595744681,0.48936170213,1.1276595745,2.5106382979,11.340425532,3.3191489362,3.1489361702,12.659574468,6.9787234043,2.5531914894,2.2978723404,5,3.170212766,1.0638297872,1.7021276596,6.0212765957,41.638297872
7824,68.208333333,58.520833333,1.0416666667,38.75,23,0.625,0.66666666667,4.8333333333,2.3958333333,14,0.3125,4.8541666667,5.375,3.0208333333,1.25,5.1041666667,3.4791666667,0.14583333333,2.8958333333,9.6875,11.020833333
7894,30.588235294,37.242424242,3.3636363636,1.4848484848,1.2121212121,2.3333333333,4.7272727273,4.3939393939,1.6060606061,6.4545454545,3.5454545455,8.2424242424,4.2727272727,11.363636364,8.8181818182,5.2121212121,3.6363636364,0.72727272727,0.9696969697,2.7575757576,21.121212121
7915,37.06779661,43.440677966,1.1525423729,9.7966101695,2.8474576271,0,2.0677966102,6.6610169492,7.2203389831,6.4576271186,2.186440678,8.4406779661,3.7288135593,4.2372881356,1.2033898305,2.8983050847,1.8305084746,0.86440677966,2.3559322034,7.7118644068,31.06779661
7916,24.844444444,48.62962963,4.7407407407,13.407407407,6.037037037,1.3333333333,5.8518518519,7.1481481481,3.037037037,14.62962963,1.6666666667,0.51851851852,4.7407407407,8.1851851852,1.9259259259,0.037037037037,2.8148148148,1.1481481481,2.2222222222,3.0740740741,2.6666666667
7921,29.258064516,49.967741935,15,15.290322581,1.4516129032,0.87096774194,1.7741935484,8.6774193548,5.3225806452,3.7096774194,0,3.8064516129,5.7741935484,5.1290322581,3.7741935484,6.1935483871,4.8709677419,0.58064516129,1.6774193548,0.38709677419,8.1612903226
7937,77.857142857,29,4.3469387755,6.4489795918,0.81632653061,5.1020408163,1.9183673469,4.5306122449,2.7959183673,11.612244898,10,14.959183673,4.7346938776,8.5306122449,3.2653061224,14.265306122,7.7142857143,6.8775510204,2.0612244898,1.6326530612,35.632653061
7967,68.302083333,41.479166667,0.27083333333,9.78125,2.6979166667,0.03125,0.020833333333,3.6979166667,10.666666667,3.1770833333,3.2916666667,16.458333333,2.75,1.9270833333,2.5729166667,11.697916667,2.53125,1.25,0.33333333333,2.5104166667,44.197916667
7969,44.576923077,26.088235294,4.3529411765,1.3823529412,1.2647058824,9,12.823529412,14.941176471,0,9.5294117647,8.7647058824,4.0294117647,10.352941176,11.676470588,5.2941176471,6.2352941176,7.4705882353,0.029411764706,0,1.5588235294,10.382352941
7983,58.632653061,36.224489796,3.0408163265,21.163265306,16.673469388,1.612244898,2.1020408163,2.7551020408,4.8367346939,14.857142857,2.3673469388,2.387755102,5.6326530612,10.081632653,4.8163265306,4.7551020408,11.428571429,0.020408163265,0.22448979592,4.8775510204,13.387755102
7991,42.551724138,24.815789474,0.76315789474,5.6842105263,2.5789473684,5.1842105263,3.5526315789,2.7894736842,3.3684210526,17.394736842,4.0789473684,5.6052631579,3.1578947368,22.078947368,15.763157895,5.1578947368,13.710526316,2.2105263158,0.026315789474,0.60526315789,11.421052632
7997,42.615384615,42.58974359,0,5.8205128205,1.2820512821,0.17948717949,0.15384615385,3.1282051282,3.0769230769,8.2820512821,0.30769230769,9.8205128205,2.6666666667,2.9743589744,1.0256410256,11.820512821,2.4615384615,0,1.7435897436,6.4871794872,29.666666667
8007,18.142857143,53.380952381,4.7142857143,14.904761905,3.5238095238,1.380952381,3.9523809524,7.5714285714,3.5238095238,3,0.19047619048,4.2380952381,4.0952380952,6.2857142857,2.5714285714,6.2380952381,0.047619047619,8.9047619048,0,8.3333333333,8.2857142857
8030,55.676470588,30.382352941,1.6764705882,0.32352941176,0.014705882353,6.4117647059,21.205882353,12.588235294,2,11.147058824,5.5147058824,3.6617647059,4.1176470588,10.205882353,5.8970588235,4.3823529412,12.794117647,2.8970588235,3.1176470588,0.073529411765,3.6470588235
8042,20.714285714,46.185185185,1.2222222222,2,1.3333333333,0,1.9259259259,3.037037037,7.3333333333,5.2222222222,3.9259259259,3.5555555556,7.7037037037,5.962962963,4.7777777778,3.7037037037,2.6296296296,1.7407407407,1.3703703704,4.037037037,18.925925926
8063,33.925925926,42.3125,1.71875,13.59375,1.0625,3.75,6.46875,10.96875,0.4375,18.46875,2.59375,3.59375,6.1875,13.8125,9.59375,5.65625,5.75,1.28125,3.375,6.25,9.09375
8077,85.734693878,20.653061224,1.2448979592,0.020408163265,0.020408163265,14.918367347,29.265306122,14.816326531,1.9387755102,12.755102041,3.5510204082,4.8775510204,5.306122449,18.081632653,9.7755102041,8.9387755102,18.387755102,1.2653061224,0.14285714286,1.1428571429,12.040816327
8082,76.340425532,13.808510638,0.59574468085,0.53191489362,0.44680851064,18.404255319,2.2553191489,0.70212765957,6.6382978723,14.276595745,5.1914893617,9.1063829787,2.9787234043,17.404255319,15.063829787,18.723404255,18.808510638,1.6382978723,1.829787234,1.6382978723,19.595744681
8091,46.55,72.025,3.75,36.375,23.15,0.1,0.175,4.2,2.675,7.6,0.05,3.975,8.525,0.675,0.05,1.55,0.05,0.05,2.55,9.8,14.45
8093,65.4375,52.645833333,0.5625,26.666666667,13.875,0.9375,2.1041666667,6.125,4.25,9.3333333333,1.8541666667,3.2708333333,6.0833333333,2.1458333333,1.2291666667,4.2083333333,4.0208333333,3.1875,0.020833333333,4.3125,16.583333333
8103,61.9,60.15,2.45,15.675,4.2,0.2,1.35,8.05,6.15,7.8,5.45,3.325,3.1,8.175,2.7,9.4,6.725,4.525,12.425,9.925,14.9
8118,22.714285714,43.59375,0.6875,4.15625,1.1875,2.9375,3.09375,0.75,3.53125,7.125,2.03125,5.75,4.40625,9.09375,6.3125,5.65625,11.25,7.8125,3,8.6875,12.28125
8122,18.315789474,45.578947368,7.4736842105,11.868421053,0.52631578947,2.1315789474,3.0263157895,2.9736842105,0.078947368421,5,15.5,0.36842105263,12.894736842,5.3157894737,1.4210526316,0.026315789474,1.3421052632,6,2.2894736842,0.34210526316,7.6578947368
8125,39.138888889,39.472222222,2,3.4444444444,0.80555555556,1.6944444444,4.5277777778,7,6.6388888889,16.083333333,4.3333333333,6.4166666667,0.91666666667,8.0833333333,4.9722222222,5.4444444444,4.8611111111,3.3888888889,5.3611111111,2.4722222222,15.388888889
8129,67.85106383,50.308510638,0.48936170213,17.010638298,6.4255319149,0.3829787234,1.4574468085,2.829787234,7.329787234,6.2340425532,3.1276595745,9.4468085106,4.3404255319,3.4255319149,1.5957446809,9.170212766,2.6914893617,2,7.8617021277,13.287234043,24.031914894
8174,65.021276596,39.85106383,0.042553191489,10.553191489,1.8085106383,0.042553191489,1.8936170213,1.6382978723,6.8085106383,5.4468085106,0.74468085106,12.659574468,2.1276595745,6.2127659574,1.7446808511,12.872340426,2.3829787234,2.3404255319,2.3404255319,4.7446808511,36.14893617
8184,40.5,41.595744681,0.021276595745,7.4893617021,5.6808510638,0.021276595745,0.042553191489,1.1914893617,10.872340426,3.5957446809,2.7872340426,13.978723404,3.9361702128,3.6595744681,4.7872340426,10.319148936,2.2978723404,1.1276595745,4.3617021277,5.4680851064,43.425531915
8186,68.022727273,37.090909091,0,6.1818181818,4.4318181818,0.20454545455,1.4318181818,3.0909090909,8.2272727273,7.8863636364,5.7954545455,8.1590909091,5.5909090909,4.6136363636,6.7727272727,8.3863636364,5.0681818182,5.7272727273,2.4090909091,5.1136363636,27.977272727
8193,24.277777778,37.238095238,0.02380952381,7.619047619,3.4285714286,0.85714285714,1.6428571429,4.9523809524,7.1428571429,4.7142857143,3.9285714286,9.8333333333,5.3333333333,7.4523809524,4.119047619,10.952380952,2.1904761905,5.119047619,6.5238095238,7.119047619,25.69047619
8363,30.033333333,57.454545455,0.030303030303,9.1818181818,0.060606060606,1.1212121212,3.0303030303,6.6060606061,1.8181818182,9.5454545455,1.9393939394,3.1515151515,1.2424242424,7.0303030303,2.3333333333,5.5757575758,0.84848484848,2.0909090909,10.181818182,13.393939394,9.6060606061
8375,81.306122449,29.469387755,1.1428571429,8.3265306122,1.8571428571,0.020408163265,0.57142857143,5.9591836735,5.4081632653,7.7551020408,6.7959183673,12.714285714,7.1428571429,8.4693877551,6.0612244898,7.8571428571,2.6326530612,1.3265306122,2.1020408163,2.2040816327,36.326530612
8456,24.7,37,1.1914893617,2.3191489362,0.021276595745,0.021276595745,4.2340425532,11.510638298,3.5106382979,2.5744680851,13.957446809,6.0638297872,4.9574468085,5.6808510638,1.6382978723,7.5319148936,0.44680851064,7.2765957447,2.3191489362,2.5319148936,22.404255319
8635,75.333333333,65.416666667,1.5208333333,37.020833333,19.875,0.020833333333,0.020833333333,3.1666666667,7.0625,5.4583333333,2.6875,1.9166666667,4.7083333333,2.3125,0.625,1.3125,0.625,0.54166666667,3.2083333333,18.1875,13.041666667
8658,71.778947368,37.673684211,0.65263157895,7.3578947368,1.2210526316,1.6631578947,1.8947368421,5.8736842105,4.9789473684,8.0210526316,6.8210526316,8.9578947368,6.5684210526,10.536842105,3.0842105263,8.4105263158,7.3473684211,3.2315789474,2.3578947368,4.8631578947,24.042105263
8697,48.142857143,30.155555556,3.6888888889,4.2666666667,1.3333333333,0.022222222222,5.2444444444,9.9777777778,4.5333333333,12.377777778,5.9555555556,6.3777777778,3.0888888889,14.377777778,1.8444444444,7.0666666667,4.4888888889,2.7333333333,1.2444444444,1.0888888889,28.422222222
8712,59.768115942,24.456521739,5.5434782609,2.2826086957,0.41304347826,3.3043478261,5.2173913043,7.847826087,1.2826086957,14.652173913,13.02173913,4.2608695652,6.652173913,15.47826087,5.5434782609,9.847826087,11.913043478,5.6956521739,0.89130434783,0.65217391304,8.9782608696
8723,67.576470588,33.435294118,1.5529411765,6.8,3.5764705882,0.023529411765,0.48235294118,3.5058823529,7.6705882353,8.1058823529,3.5176470588,12.952941176,5.2470588235,5.0117647059,5.7647058824,13.788235294,4.6117647059,2.0352941176,1.8705882353,2.4117647059,36.211764706
8785,66.955555556,62.288888889,3.3777777778,26.177777778,17.2,0.022222222222,0.022222222222,4.8666666667,9.5555555556,2.5777777778,1.3111111111,7.7333333333,1.7333333333,3.0666666667,1.3555555556,2.7555555556,2.2444444444,0.022222222222,0.93333333333,7.0888888889,31.444444444
8797,71.918367347,49,3.4081632653,22.693877551,6.0408163265,3.1020408163,1.306122449,13.897959184,8.4081632653,4.2653061224,6.7755102041,6,3.8775510204,10.816326531,3.0816326531,6.7755102041,6.1632653061,2.8571428571,3.1836734694,6.612244898,8.9795918367
8857,40.970588235,43.705882353,5,5.4117647059,0.41176470588,2.2058823529,6.5588235294,2.9705882353,2.1764705882,5.4117647059,6.9411764706,6.0294117647,1.4117647059,10.852941176,4.5,2.7352941176,4.5588235294,2.2941176471,8.4411764706,5.5294117647,7.2941176471
8892,84.795918367,14.857142857,0.12244897959,2.0408163265,0.020408163265,2.6326530612,3.4081632653,3.4285714286,5.3265306122,23.979591837,5.4693877551,11.530612245,5.7959183673,23.693877551,19.346938776,16.714285714,19.081632653,2.5306122449,0.4693877551,0.97959183673,20.102040816
8908,57.545454545,65.636363636,3.75,40.704545455,28.659090909,0.15909090909,0.27272727273,6.3181818182,6.6590909091,4.2045454545,0.81818181818,3.0909090909,7.3863636364,4.1363636364,0.090909090909,1.1590909091,4.75,0.68181818182,4.1136363636,10.954545455,14.318181818
8914,67.891304348,35.369565217,0.021739130435,9.8695652174,5,0.021739130435,1.6304347826,3.7826086957,7.847826087,6.0217391304,6.6956521739,9.1956521739,3.9130434783,3.8913043478,4.6086956522,7.1956521739,4.9347826087,3.1956521739,3.847826087,7.9130434783,28.195652174
8918,34.606060606,36.591836735,0.51020408163,10.755102041,6.3469387755,0.020408163265,0.77551020408,4.1632653061,8.8775510204,12.87755102,4.1632653061,11.224489796,0.69387755102,7.9591836735,1.9183673469,11.102040816,7.6530612245,2.9183673469,4,5.2244897959,28.183673469
9016,22.195121951,56.083333333,2.5416666667,12.666666667,0.45833333333,3.5833333333,3.8333333333,1.2083333333,5.7916666667,8.9166666667,3.75,4.0833333333,3.375,8.9583333333,3.9166666667,1.25,3.2083333333,2.7083333333,8.4583333333,7.0833333333,9.4583333333
9025,68.734693878,50,0.12244897959,22.326530612,7.7142857143,2.4897959184,3.9795918367,11.306122449,8.6530612245,6.6734693878,3.2448979592,10.591836735,6.7959183673,7.5102040816,0.83673469388,5.7142857143,2.2653061224,4.4081632653,1.9183673469,6.6734693878,22.020408163
9256,25.413793103,45.103448276,3.4827586207,6.3448275862,0.72413793103,2.8620689655,5.8275862069,12.517241379,5.7931034483,5.8620689655,6.8275862069,3.275862069,0.48275862069,10.482758621,4.8620689655,3.0689655172,1.275862069,3.6551724138,5.3103448276,5.7931034483,10.655172414
9261,20.8,43.24,1.36,7.24,0,0,8.28,8.2,1.36,5.96,4.56,2.6,2.4,6.6,1.68,0.72,0.16,2.36,4.52,5.4,10.4
9589,76.020408163,32.632653061,5.5714285714,5.3265306122,0.61224489796,0.040816326531,2.6734693878,4.0408163265,0.040816326531,4.8571428571,18.367346939,2.5714285714,9.0204081633,11.224489796,3.7551020408,6.9795918367,10.265306122,10.326530612,2.2448979592,3.8367346939,8.3265306122
9609,49.174603175,25.186046512,0.88372093023,6.1162790698,0.16279069767,4.3488372093,9.8837209302,9.2790697674,0.6976744186,14.069767442,5.0697674419,4.8372093023,4.8139534884,8.4186046512,3.3720930233,4.488372093,10.372093023,0.79069767442,3.511627907,2.2093023256,6.1395348837
9862,71.354166667,48.1875,2.6666666667,23.479166667,15.020833333,0.020833333333,1.1458333333,6.2083333333,6.2916666667,9.2916666667,1.3541666667,10.8125,4.7083333333,2.1458333333,2.625,5.9583333333,5.375,2.3333333333,3.125,5.1458333333,23.958333333
10285,33.583333333,40.366666667,0,3.8,0,0.66666666667,0,1,3.1666666667,5.2666666667,8.8,6.1666666667,4.8666666667,16.333333333,1.5666666667,1.5333333333,4.9666666667,8.1333333333,2.5333333333,2,13.533333333
10364,74.836734694,50.102040816,5.9591836735,2.8775510204,0.020408163265,0.18367346939,2.0204081633,33.897959184,3.9387755102,2.1836734694,9.9387755102,6.5306122449,6.8571428571,4.306122449,1.1428571429,4.5714285714,2.306122449,11.612244898,2.7551020408,3.0204081633,19.87755102
10400,68.666666667,38.577777778,2.3555555556,10.533333333,6.7555555556,0.53333333333,1.2888888889,3.5111111111,12.4,3.6666666667,4.8444444444,13.088888889,3.0888888889,2.4666666667,0.11111111111,11.288888889,2.4,0.86666666667,0.48888888889,3.2444444444,42.533333333
10430,72.136363636,13.604166667,0.020833333333,0.79166666667,0.1875,1.5208333333,2.8958333333,1.25,3.8333333333,32.8125,3.125,5.6458333333,8.625,33.145833333,31.145833333,8.8333333333,19.625,0.14583333333,1.5625,0.020833333333,7.125
10448,74.608695652,23.93877551,2.7755102041,0.30612244898,1.6530612245,9.5918367347,30.734693878,14.510204082,2.5510204082,18.489795918,7.7755102041,8.1632653061,11.12244898,13.551020408,7.8367346939,11.755102041,17.571428571,0.61224489796,0.63265306122,0.22448979592,10.387755102
10748,43.488888889,59.875,8.4583333333,26.0625,6.7083333333,0.1875,0.77083333333,5.2083333333,3.1666666667,4.5416666667,3.0208333333,3.7916666667,8.375,2.8125,0.29166666667,0.70833333333,1.6666666667,1.0833333333,0.020833333333,16.354166667,12.145833333
10797,27.259259259,51.125,6.5,11.958333333,0.70833333333,3.7916666667,3.5416666667,4.8333333333,6.5833333333,3.0833333333,0.125,0,4.4166666667,6.125,8.4583333333,2.4166666667,1.625,1.4583333333,5.5416666667,1.9583333333,9.4166666667
10882,76.208333333,72.125,7.0416666667,58.604166667,37.375,0.020833333333,0.020833333333,2.1666666667,4.0208333333,7.0416666667,0.5,2.2708333333,7.0416666667,1.2708333333,0.020833333333,0.041666666667,1.2916666667,0.41666666667,1.0208333333,16.708333333,5.9166666667
10890,59.933333333,56.088888889,5.1777777778,41.422222222,24.488888889,0.022222222222,2.1111111111,7.9555555556,3.8444444444,9.5111111111,0.62222222222,2.2222222222,2.6444444444,2.0444444444,3.4222222222,4.5333333333,3.5777777778,0.022222222222,1.5111111111,4.8444444444,11.8
10895,57.23255814,57.186046512,6.4418604651,30.88372093,12.76744186,3.511627907,3.6744186047,5.9534883721,2.4186046512,4.6511627907,2.2325581395,6.9302325581,5.6046511628,5.1395348837,0.23255813953,2.2558139535,1.2325581395,0.51162790698,1,5.2325581395,17.790697674
10925,73.693181818,14.12244898,2.6734693878,0.28571428571,0.10204081633,6.4897959184,10,7.6530612245,0.51020408163,14.387755102,29.489795918,8.7551020408,6.0204081633,19.306122449,5.1632653061,7.8163265306,13.612244898,3.693877551,1.7551020408,0,19.306122449
11086,72.714285714,57.346938776,2.612244898,29.306122449,12.612244898,0,1.6530612245,6.0408163265,4.3265306122,2.4285714286,4.5510204082,5.7142857143,9.0204081633,7.7346938776,2.387755102,2.8571428571,2.6530612245,3.3469387755,1.3265306122,17.530612245,23.367346939
11428,75.276595745,35.425531915,0.89361702128,3.3404255319,2.7234042553,5.914893617,1.2127659574,1.8936170213,5.5531914894,6.4468085106,2.5319148936,16.404255319,3.8510638298,4.0638297872,4.6382978723,16.510638298,3.8936170213,1.170212766,1.2127659574,3.7659574468,37.765957447
